Company Name,Rating,Job Title,Location
Capgemini Engineering,3.6,Consultant - Electrical System Engineer Aeronautics (w/m/d),Hamburg
TFJ buycycle GmbH,4.1,Data Engineer (all genders),Munich
KWS Group,3.9,Data Engineer (m/w/d) Breeding Technology,Einbeck
neam IT-Services GmbH,3.8,System Engineer Data Center (m/w/d),Paderborn
Vector Informatik GmbH,2.9,Machine Learning/GenAI Engineer (m/w/d),Stuttgart
JobLeads,3.9,Data Engineer - fully remote (m/f/d),Hamburg
"Orizon GmbH, Unit Aviation",4.3,Solution Engineer Data Center Technologies (m/w/d) für AIRBUS,Ulm
Adevinta,3.6,Data Engineer,Berlin
Raisin,3.4,Freelance Data Engineer (m/f/d),Berlin
IONOS SE,4.8,Data Engineer - SQL / Data Warehouse Snowflake / Cloud Technologien (w/m/d),Karlsruhe
LAYA Group,4.7,Cloud Infrastructure Engineer (m/w/d),Munich
dmTECH GmbH,3.7,"Softwareentwickler - Recommender Systems, Big Data (m/w/d)",Karlsruhe
Omio,5.0,Data Engineer (m/f/d),Berlin
Capgemini Engineering,3.8,Senior Engineer - Battery Analytics (w/m/d),Munich
Predict42 GmbH,4.3,Data Scientist / Engineer (m/w/d),Mainz
Turbit Systems GmbH,4.7,Software Engineer / Data Engineer (m/w/d),Berlin
TASCHEN GmbH,3.3,Data Engineer (m/w/d),Köln
trivago,3.7,Data Engineer - Content,Düsseldorf
Peter Döhle Schiffahrts-KG,3.9,Data Engineer (m/f/d),Hamburg
PAYBACK GmbH,3.4,Android Engineer (m/f/d),Munich
Da Vinci Engineering GmbH,4.7,ADAS Software Engineer (m/w/d),Stuttgart
Habyt,3.5,Data Engineer,Berlin
Mabanaft GmbH & Co. KG,4.4,Business Analyst (m/w/d) in Hamburg,Schleswig-Holstein
Max-Planck-Institut für Kolloid- und Grenzflächenforschung,3.3,Data Engineer (m/f/d),Potsdam
AI.Associates GmbH,3.0,DATA ENGINEER (M/F/D),Stuttgart
Statista GmbH,5.0,Junior Data Engineer – Process Automation (m/f/d),Hamburg
ImmoScout24,4.0,Data Scientist (d/f/m),Berlin
Offerista Group GmbH,2.9,Senior Data Engineer (m/f/d),Germany
Workwise GmbH,3.9,Data Engineer - Business Intelligence / IT Beratung / SAP ERP / ABAP (m/w/d),Berlin
Scalefree International GmbH,4.5,Consultant - Data Engineer (m/f/d),Hannover
SimpleXX GmbH,3.5,AI / Machine Learning Engineer (w/m/d),Immenstaad am Bodensee
Climatiq,4.7,Data Engineer,Berlin
360 Treasury Systems,4.6,DATA ENGINEER (f/m/d),Frankfurt am Main
cimt ag,4.5,Cloud Engineer - Datenmanagement / Business Intelligence / AWS / SQL (m/w/d),Düsseldorf
digatus it group AG,5.0,(Senior) AI Engineer (m/w/d),Augsburg
Holi Moli GmbH,4.2,Data Engineer (f/m/x),Home office
Bundesdruckerei GmbH,4.5,(Senior) DevOps Engineer (m/w/d) Data Management Solutions,Berlin
Sonova Digital,3.2,Data Engineer (m/f/d),Berlin
Mabanaft GmbH & Co. KG,4.0,Lead DevOps Engineer - Data Platform(m/f/d) Hamburg,Berlin
ebuero AG (eGroup),3.6,AI Product Development Engineer (f/m/d),Berlin
SumUp Services GmbH,3.7,Senior Data Engineer - Kafka and Streaming Infrastructure,Berlin
IU Internationale Hochschule,4.2,Senior Fullstack Engineer – Typescript CDP (m/f/d),Home office
Edurino,4.7,Data Engineer (m/f/d) at internationally growing educational gaming start-up,Home office
Telespazio Germany GmbH,3.4,Data Processing Operations Engineer (f/m/d),Darmstadt
Mister Spex SE,3.6,Junior Business Analyst (m/w/d),Berlin
SimpleXX GmbH,4.1,"System Engineer, Electrical Systems & Data Networks (m/w/d) für AIRBUS",Taufkirchen
"Orizon GmbH, Unit Aviation",4.0,System Engineer Navigation & Sensors (m/f/d) for AIRBUS,Manching
Tentamus,3.9,Data Engineer,Berlin
Liebherr-Digital Development Center GmbH,4.5,Developer-Services Software Engineer (m/f/d),Ulm
Cleverlance Enterprise Solutions,3.4,Data Engineer,Munich
Hays,3.8,Data Engineer - Text mining (m/f/d),Germany
KptnCook GmbH,3.7,Data Engineer (f/m/d),Berlin
VMRay GmbH,5.0,Data Engineer (M/F/D),Bochum
EnBW Energie Baden-Württemberg AG,3.8,Manager Business Intelligence (w/m/d),Biberach an der Riß
Coders Connect,3.8,Data Engineer,Hamburg
Siemens AG,4.4,Senior DevOps/IT-Infrastruktur Engineer R&D (m/w/d),Nuremberg
Ubermetrics Technologies GmbH,4.1,AI & Data Scientist (m/f/d),Home office
Tipico,3.2,Data Engineer (m/f/x),Sankt Julian
ITGAIN Consulting GmbH,4.6,DevOps Engineer (m/w/d),Hamburg
Landwirtschaftsverlag Münster,3.8,(Junior) Data Engineer (m/w/d),Münster
Digital Charging Solutions GmbH,3.3,Data Engineer (f/m/d) in Finance,Berlin
DENODO,4.5,Associate Data Engineer (M/F/D),Munich
BI GmbH,4.2,Senior Data Engineer,Steinau an der Straße
SumUp Services GmbH,2.9,Senior Data Analyst - Finance,Berlin
Charité,5.0,Scientific researcher / Data Scientist / Machine Learning Engineer - DM.48.24b,Germany
Tesla,4.2,Logistics Systems & Data Engineer - Material Flow Intralogistics (m/w/d) - Gigafactory Berlin - Brandenburg,Grünheide (Mark)
Vantage Data Centers,4.2,Data Center Engineer,Berlin
MakerVerse,4.3,Working Student - Data Engineer (f/m/d) in Berlin,Berlin
Centric Software,4.1,Senior Data Engineer,Düsseldorf
STRATO Personal GmbH,1.8,System Engineer (m/f/d) Avionics,Weßling
RABOT CHARGE GmbH,3.7,Data Engineer,Hamburg
DEPENBROCK HOLDING SE & CO. KG,3.8,BI & Data Engineer (m/w/d),Stemwede
MOIA,4.1,Data Engineer (m/f/d) - Service Configuration Intelligence team,Berlin
Scalefree International GmbH,3.6,Consultant - Data Engineer (m/f/d),Hannover
Soley GmbH,4.3,Data Engineer (m/f/d),Munich
ELEMENT Insurance AG,4.1,Senior Data Engineer (f/m/x),Home office
Estino GmbH,2.3,Python Data Engineer (m/w/d) in Dresden,Dresden
Emnos Analytics GmbH,3.4,Senior Data Engineer*,Home office
Collaboration Betters The World GmbH,4.0,Traineeship Data Engineer (m/w/d),Berlin
Numadic,4.8,Data Engineer,Bavaria
MobiLab Solutions GmbH,4.5,Data Engineer (English speaking)(M/F/D),Köln
Recruitment Room,3.7,Data Engineer,Germany
Hardskills Pte Ltd,3.5,Data Science Engineer,Berlin
emetriq GmbH,4.2,Data Engineer (m/w/d),Hamburg
Bridgemaker GmbH,3.5,Data Engineer & BI Specialist (m/w/d) - Inwerk GmbH,Düsseldorf
thyssenkrupp Uhde GmbH,4.1,Cloud Engineer & Data Scientist (m/f/d),Dortmund
e.pilot GmbH,4.3,Senior Data Engineer (m/f/d),Home office
STRATO Personal GmbH,4.3,Solution Engineer (m/w/d) Data Center Technologies für AIRBUS,Berlin
Siemens AG,4.7,Cybersecurity Platform Lead Architect (f/m/d) for Data Management & Analytics,Erlangen
Terma A/S,3.6,Copernicus Data Processing Operations Engineer (m/f/d),Germany
rheindata GmbH,4.0,Data Engineer (m/w/d),Köln
E.ON,4.0,Working Student Data Science - Expert Services (f/m/d),Munich
Baumlink,3.6,Data Engineer*,Munich
MateHR,4.5,Data Engineer,Berlin
Raisin GmbH,3.7,Freelance Data Engineer (m/f/d),Germany
Tech Punk GmbH,4.0,DevOps Engineer im KI-Umfeld (m/w/d),Germany
RTL Deutschland GmbH,3.4,Data Engineer (f/m/x),Köln
Startup Insider GmbH,3.4,Data Engineer (m/w/d),Berlin
WIRmachenDRUCK,5.0,Full-stack Software Engineer (PHP) (m/f/x) - remote in Germany,Home office
Etengo AG,4.6,Data Engineer (w/m/d),Germany
Tchibo GmbH,3.1,Data Engineer (m/w/d),Hamburg
KI group GmbH,4.2,Data Engineer - Mid & Senior Levels (m/f/d),Home office
trivago,1.0,Data Analyst - Data Intelligence,Düsseldorf
Billie,4.3,Data Scientist (w/m/d),Berlin
Adevinta,3.7,Data Engineer (d/f/m),Berlin
efinio,4.1,Data Engineer (m/w/d),Germany
Semalytix GmbH,4.1,Senior Data Engineer (m/f/d),Bielefeld
Charité,4.1,Engineer / Scientist - Light Microscopy and Data Management - DM.56.24b,Germany
MakerVerse GmbH,4.0,Working Student - Data Engineer (f/m/d) in Berlin,Berlin
Novo AI,4.0,Data Engineer Intern (Mandatory/Pflichtpraktikum) (w/m/d),Hannover
Noir Consulting,4.2,".NET Software Engineer – Dresden, Germany",Dresden
Buddywise,4.1,Data Engineer / MLOps Engineer,Berlin
BOMAG,3.7,Data Science Engineer (m/w/d),Boppard
top itservices AG,3.7,Senior Devops Engineer (m/w/d),Berlin
Trakken GmbH,4.2,Data Scientist (f/m/d),Hamburg
Altruan GmbH,3.9,Data Engineer / Business Intelligence (m/w/d),Massing
Delivery Hero,4.2,Staff Data Scientist - Consumer Insights (all genders),Berlin
PlusAI,3.5,Data Engineer,Munich
sikwel GmbH,4.0,Data Engineer (w/m/d),Oldenburg (Oldenburg)
Werusys,4.2,(Junior) Data Analytics Engineer (m/w/d),Köln
PALTRON GmbH,4.3,Data Engineer (m/w/d),Home office
F&P | Creating Communities,4.0,Data Engineer (m/w/d),Selbitz
Workwise GmbH,3.6,Cloud Engineer - Datenmanagement / Business Intelligence / AWS / SQL (m/w/d),Berlin
TrustYou,3.5,Senior Data engineer,Home office
KENBUN IT AG,4.2,AI Engineer (w/m/d) - Karlsruhe / Stuttgart / München / remote,Home office
hachmeister + partner GmbH & Co KG,4.8,(Junior) Data Engineer / Data Manager (m/w/d),Bielefeld
Tesla,3.3,Manufacturing Data Analytics Engineer – Cell Manufacturing Analytics (m/w/d) - Gigafactory Berlin-Brandenburg,Grünheide (Mark)
Testsieger.de Vergleichsportal GmbH,3.8,Data Scientist / Data Engineer (m/f/d) for LLM/RAG pipelines,Osnabrück
CRIF Deutschland GmbH,5.0,(Junior) Data Engineer (m/w/d),Hamburg
Good Hood GmbH,4.4,(Senior) Data Scientist (f/m/d),Germany
ZECH MANAGEMENT GMBH,4.3,DATA ENGINEER (W/M/D),Bremen
ProSiebenSat.1 Tech & Services GmbH,3.6,Associate Data Scientist (m/f/d),Berlin
Govcio LLC,3.0,Data Center Engineer,Stuttgart
Pexon Consulting GmbH,4.4,Cloud Data Engineer (m/w/d),Frankfurt am Main
constellr GmbH,3.7,Development Engineer – Image Data Processing (L1/L2),Home office
Merantix,5.0,Data Engineer Intern @ Deltia (Remote within Germany),Berlin
ARTADA GmbH,3.6,Data Center Engineer (m/w/d),Werl
Bundesanzeiger Verlag GmbH,4.3,Data Engineer / ETL Developer (SSIS) (m/w/d),Köln
LSE Space,3.8,Data Center Operations Engineer (m/f/d),Darmstadt
YOONA Ventures GmbH,4.4,Machine Learning ENGINEER / Data SCIENTIST,Berlin
Steadforce,4.0,Senior Software Engineer Java (m/w/d),Munich
OneTeamAnywhere,4.5,Data Engineer for Advertising Platform,Berlin
Oxford PV Germany GmbH,4.7,Data Engineer MES (m/w/d),Brandenburg an der Havel
BAG - Lünen,3.7,Data Engineer (w/m/d),Home office
MobiLab Solutions GmbH,3.0,Senior Data Engineer (English speaking),Köln
DIVINT Technology GmbH,3.9,Data Visualization Engineer Tableau,Home office
TeamBank AG Nürnberg,2.0,Data Engineer (d/m/w) Datenintegration,Nuremberg
paiqo GmbH,4.0,Data Engineer (jun. / sen.),Paderborn
Glasfaser NordWest GmbH & Co.KG,4.4,Data Engineer (m/w/d),Oldenburg (Oldenburg)
LiveEO GmbH,3.8,Tech Ops Engineer (f/m/x) in the field of AI & Satellite Data,Germany
NoseDat GmbH,4.0,Azure Data Engineer (Junior),Regensburg
Apple,3.1,Cellular Data-Plane System Modeling Engineer (m/f/d),Munich
RTL Deutschland GmbH,3.1,Data Engineer - Data Products (f/m/x) 1,Köln
Bertrandt AG,4.5,Data Engineer (m/w/d),Affalterbach
A100 ROW GmbH - D26,4.5,Data Center Colocation Regional Engineer,Frankfurt am Main
Fosanis GmbH,3.7,Python Backend & Data Engineer (f/m/d) - Digital Health,Berlin
Legalhero GmbH,4.0,Data Engineer (m/w/d),Berlin
Pleione Energy GmbH,4.9,Fuel Cell Systems Engineer,Stuhr
ByKolles GmbH,4.4,System and Data engineer,Greding
Datics Consulting,3.0,Senior Data Engineer (m/w/d),Home office
ROHDE & SCHWARZ GmbH & Co. KG,3.9,Data Engineer (m/w/d) Microwave Imaging Products,Munich
Lowell Group,4.0,(Senior) Data Engineer,Essen
Deutsche Bank,4.1,Analytics Senior Analyst (f/m/x) AFC Screening Model Data & Model Engineer,Berlin
GMV,4.3,Data Processing Systems Engineer,Darmstadt
Quantum-Systems GmbH,5.0,Embedded Software Engineer - Autopilot (m/f/d),Gilching
Salzgitter Digital Solutions GmbH,4.1,Senior System Engineer VMware (w/m/d),Salzgitter
SIMONA AG,4.2,Data BI Engineer (m/w/d),Kirn
Ottobock SE & Co. KGaA,3.4,Data Engineer (d/f/m),Berlin
Airbus,4.0,#ET11R Data Custodian & Certification Qualification Engineer (d/f/m),Donauwörth
Ashampoo GmbH & Co. KG,4.8,Data Engineer m/w/d,Rastede
Arvato Systems Digital GmbH,5.0,Data Engineer (m/w/d),Köln
ENERCON GmbH,2.8,Senior Python Backend Developer (m/f/d),Emden
Bulut Consulting GmbH,4.7,Quereinstieg Data Engineer (m/w/d),Bielefeld
GTV - Gesellschaft für Technische Visualistik mbH,2.9,Data Engineer (M/W/D),Dresden
Arculus,2.8,Product Data Engineer (d/f/m),Munich
InterJob® GmbH,4.0,"Engineer AI (m/w/d) remote, innerhalb Deutschland",Home office
MVV Energie,4.3,Data Scientist und Machine Learning Engineer (m/w/d),Offenbach am Main
Anaqor AG,4.2,Quantum Software Engineer / Quantum Data Scientist (m/f/d),Stuttgart
Nanu-Nana Einkaufs- und Verwaltungs GmbH,4.0,Data Engineer (m/w/d) - Oldenburg,Oldenburg (Oldenburg)
Flink,3.2,Senior Software Engineering - Dispatching,Berlin
initions GmbH,3.8,(Junior) Data Engineer (m/w/d),Hamburg
Enzo,4.2,AI Engineer (Intern / Junior),Heidelberg
engaged & Company GmbH,3.3,System Engineer Server/Storage und Virtualisierung (m/w/d),Rendsburg
Energieversorgung Offenbach AG (EVO),4.4,Data Scientist und Machine Learning Engineer (m/w/d),Offenbach am Main
SAP,2.3,AI Data Engineer / Data Scientist (Associate) (f/m/d) for Sustainability Solutions,Markdorf
Sopra Steria SE,4.5,(Junior) Consultant Data Engineer Automotive (m/w/d),Germany
COM Software GMBH,5.0,Data Engineer (m/w/d),Eschborn
ZEISS Group,3.8,Data Engineer Process Mining (f/m/x),Oberkochen
taod Consulting GmbH,3.7,Data Engineer (m/w/d),Köln
SumUp Services GmbH,3.7,Senior Backend Engineer,Berlin
LINK Mobility Group,3.5,Data Engineer,Hamburg
Symbiotic Research,3.6,Data Engineer,Berlin
pacemaker,4.2,Data Integration Engineer (m/w/d),Home office
Legal Hero GmbH,5.0,Data Engineer (m/w/d),Berlin
GWQ ServicePlus AG,4.1,Data Engineer (w/m/d),Düsseldorf
Informationsfabrik GmbH,5.0,Data Engineer (m/w/d),Münster
basecom GmbH & Co.KG,4.0,Data Engineer (m/w/d),Osnabrück
Sopra Steria SE,3.9,(Junior) Consultant Cloud & Data Engineer (m/w/d),Germany
Saras Analytics,3.0,Senior Data Engineer,Bavaria
1Komma5° GmbH,4.2,Data Scientist Energy Services (m/f/d),Hamburg
BabyOne,3.9,Data Engineer (m/w/d),Münster
taod Consulting GmbH,3.8,Trainee Data Engineer (m/w/d) - 12 Monate,Köln
Messilat,4.0,Machine Learning Engineer,Frankfurt am Main
mindcurv,3.7,(Junior) Data Engineer (m/w/d),Hamburg
Fujitsu,3.2,IT Engineer Electronic Data Interchange (EDI) (w/m/d),Germany
Yassir Gmbh,4.0,Senior Data Engineer,Berlin
evoila GmbH,3.8,Data Engineer – Data Lakes,Home office
Loh Services,3.8,IT Data Engineer (m/w/d),Haiger
KStA Digitale Medien,2.4,Data Engineer (m/w/x) Data Cloud,Köln
Liebherr-Digital Development Center GmbH,3.3,Embedded Linux Software Engineer - Connected Systems (m/f/d),Ulm
"Orizon GmbH, Unit Aviation",4.3,Development Engineer On-Board Data Handling Hardware (m/w/d) für AIRBUS,Immenstaad am Bodensee
AllCloud,3.9,Senior Data Engineer (m/f/d),Home office
BENOCS GmbH,3.1,Data Quality Assurance Engineer (all genders),Berlin
MateHR,3.9,Data Platform Engineer,Berlin
BORA Vertriebs GmbH & Co KG,5.0,Data Engineer (m/w/d) Business Intelligence,Raubling
Predict42 GmbH,5.0,Data Engineer / Cloud Engineer (m/w/d,Mainz
NewTelco GmbH,4.5,Data Center Engineer (m/f/d),Frankfurt am Main
RTL Deutschland GmbH,4.3,(Senior) Business Intelligence Data Engineer (f/m/x),Köln
RheinEnergie,4.5,Senior Data Engineer (m/w/d),Köln
Lehmann + Pioneers Digital GmbH,4.8,(Senior) Big Data Engineer (m/f/d),Home office
top.legal,4.1,AI Junior Engineer for AI-driven LegalTech Platform,Munich
Datalytics GmbH,3.5,Data Engineer (m/w/d) – remote oder München,Home office
Netfonds AG,3.6,Data Engineer (ETL-Entwickler) (w/m/d),Hamburg
oh22information services GmbH,4.3,Data Engineer,Königswinter
CELUS,4.4,Senior Data Engineer,Munich
"PVcase, UAB",3.8,Product Data Analyst,Home office
it-novum GmbH,4.6,Senior Data Engineer (alle Geschlechter),Home office
Thomann.io,3.7,(Senior) Data Analyst / Data Scientist (f/m/d) in the Data Division,Home office
PlanerAI GmbH,3.3,Data Engineer Onboarding & Technical Customer Success (m/w/d),Home office
Tekaris GmbH,3.6,Data Engineer (M/W/D),Munich
amedes Medizinische Dienstleistungen GmbH,4.0,Cloud Data Engineer (m/w/d),Göttingen
Affinidi,3.3,"Data & Analytics Engineer, Senior Staff (m/f/d)",Berlin
HE Space,4.1,Payload Data Processing Engineer [4923],Darmstadt
AOK Systems,3.5,Data Engineer (m/w/d) Process Mining,Bonn
Parship Group,4.1,(Junior) Data Engineer (m/w/d),Dresden
Pharmaserv GmbH,3.9,Data Engineer (m/w/d),Germany
payabl.,3.7,Data Engineer,Frankfurt am Main
NEA X,4.4,Backend/Data Engineer,Berlin
cth Gesellschaft für Entscheidungs- und Informationssysteme mbH,3.9,Junior Data Engineer (m/w/d),Halle (Saale)
DELO Industrie Klebstoffe,5.0,Data Warehouse Engineer (w/m/d),Windach
Elis Group Services GmbH,3.6,Data Analyst / Data Engineer (m/w/d),Germany
proficom GmbH,3.3,Cloud Engineer - Ansible / Bash / JavaScript / Data Center / Azure / AWS (m/w/d),Dresden
shipcloud GmbH,4.0,Data Engineer (m/w/d),Hamburg
Konfuzio - Helm & Nagel GmbH,5.0,AI Consultant,Home office
ISR Information Products AG,4.2,Data Engineer Prozessdigitalisierung (m/w/d),Münster
celver AG,3.7,(Senior) Data Engineer (all levels & genders),Home office
Tourlane GmbH,4.4,Senior Data Engineer (f/m/x),Berlin
Recruitment Room,4.3,Machine Learning Engineer,Heidelberg
Prematch Sports GmbH,3.4,Software Engineer - Data,Köln
Amazon Development Center Germany GmbH,3.4,"Data Engineer, Amazon Deals",Berlin
Heidelberg Materials AG,2.8,Working student (f/m/d) Data Science,Heidelberg
Skilled GmbH,3.6,Data Engineer (m/f/d),Home office
Statista GmbH,3.7,Data Scientist (m/w/d),Hamburg
PRODYNA SE,4.1,Data Engineer (all genders),Berlin
Deutscher Ärzteverlag GmbH,4.4,Data Engineer (m/w/d),Köln
Siemens Energy,3.6,Service Engineer – Mechanical Design & Data Analysis (f/m/d),Mülheim an der Ruhr
Carbyte GmbH,3.5,Data Scientist AI Engineer (m/w/d),Stuttgart
Justplay GmbH,4.5,Senior Data Engineer,Berlin
DEHN SE,4.7,Data Engineer (m/w/d),Neumarkt i. d. OPf.
Temedica GmbH,3.9,(Senior) Data Analyst (f/d/m),Munich
HESYS TechnicalSystems GmbH & Co. KG,3.6,AIRBUS Vehicle Test Engineer (m/w/d),Donauwörth
STI GmbH,3.9,DATA ENGINEER (M/W/D),Munich
Infineon Technologies,4.3,Working Student: DevOps Engineer (f/m/div),Munich
ADASTRA,5.0,Senior Data Engineer (m/w/d),Frankfurt am Main
Palmer Hargreaves GmbH,4.2,Data Engineer (m/w/d) für unsere Submarke exofarer remote | hybrid,Home office
IONOS,5.0,Data Engineer (f/m/d) - Marketing,Berlin
Bertrandt AG,3.4,Product Data Engineer (m/f/d),Taufkirchen
Orange Quarter,3.5,Senior Data Engineer,Berlin
AC CHRISTES & PARTNER GmbH,3.4,Data Process Engineer (m/w/d),Hamburg
CHECK24 Vergleichsportal,4.1,"Werkstudent (m/w/d) Machine Learning, Data Science & Innovation - Kredite",Munich
CHECK24 Vergleichsportal,4.6,Working student (m/f/d) Data Science / Machine Learning Credit Card,Munich
Deed,3.6,"Senior Software Engineer, Data",Berlin
e-domizil GmbH,4.2,Datenanalyst/Data Engineer e-domizil (m/w/d),Münster
Stadler Signalling Deutschland GmbH,4.7,"DATA SCIENTIST ENGINEER (M/W/D) DIGITAL SOLUTIONS – BRAUNSCHWEIG, BERLIN",Berlin
ZENJOB,4.8,Staff Data Analyst (f/m/d),Berlin
Qdrant,3.3,Middle Machine Learning Engineer,Home office
Liebherr-Digital Development Center GmbH,3.7,IoT DevOps Engineer/Full Stack Developer (m/f/d),Ulm
IPPEN.MEDIA,5.0,DevOps Engineer - Cloud Platform (m/w/d),Munich
Temedica,5.0,(Senior) Data Analyst (f/d/m),Munich
trawa,3.7,Data Engineer - Backend [Python] (f/m/d),Berlin
eGroup,4.7,AI Product Development Engineer (f/m/d),Berlin
Computools,4.2,Machine Learning Engineer,Berlin
Vision Impulse,5.0,Machine Learning Engineer / Data Scientist (Minijob / Werkstudent),Home office
Good Hood GmbH / nebenan.de,3.3,(Senior) Data Scientist (f/m/d),Berlin
RWE Generation,4.0,Azure Data Engineer m/w/d,Essen
taod Consulting GmbH,3.4,Data Engineer / Scientist (m/w/d),Stuttgart
Climatiq,4.2,Machine Learning Engineer - Climate Tech,Berlin
ORDIX AG,3.1,Data Engineer (m/w/d),Wiesbaden
AG SOLUTION,3.5,Data Engineer - AVEVA PI (formerly OSIsoft PI),Köln
ALDI SÜD,4.0,Data Security Engineer (m/f/x),Mülheim an der Ruhr
Würth Industrie Service GmbH & Co. KG,3.6,Data Engineer (m/w/d),Bad Mergentheim
Billie,4.7,Senior Data Engineer (w/m/d),Berlin
adjoe GmbH,4.6,Senior Data Engineer (f/m/d),Hamburg
VDI/VDE Innovation + Technik GmbH,4.1,Data Engineer / Softwareentwickler (d/m/w),Berlin
IT-P GmbH,4.2,Data Engineer (m/w/d),Hannover
coeo Inkasso GmbH,5.0,Data Warehouse Engineer/Developer (m/w/d),Dormagen
Framence GmbH,3.1,AI Engineer for Image Processing (m/f/d),Bensheim
SSC – Swedish Space Corporation,3.6,Data Center Operations Engineer (m/f/d),Darmstadt
Qimia GmbH,3.7,Data Engineer / Data Scientist (M/F/D),Köln
Salzgitter Digital Solutions GmbH,3.8,Data Engineer für das Produkt DIVE (m/w/d),Salzgitter
FUNKE MEDIENGRUPPE,4.5,Senior Data Engineer (m/w/d),Berlin
AG SOLUTION,4.3,Process Data Engineer,Köln
Hays,4.6,IT-Engineer Factory Data Hub (m/w/d),Nuremberg
Bayer,3.1,Chemoinformatics Data Scientist,Frankfurt am Main
Babbel,3.9,Principal Data Engineer (all genders),Berlin
Konecranes,3.8,Software & Data Engineer (m/w/d),Düsseldorf
paiqo GmbH,4.0,Data Scientist (jun. / sen.),Paderborn
Quanta,3.2,Senior Automation Engineer,Berlin
Avery Dennison,3.9,Data Analyst - Lean / Process Engineering,Gotha
Bikeleasing-Service GmbH & Co. KG,3.1,(Senior) Data Engineer (m/w/d) (german or english),Home office
Aptiv plc,4.0,Machine Learning Engineer - Planning & Behavior,Wuppertal
Arvato SE - Central Functions,3.8,(Junior) Data Engineer (m/w/x),Gütersloh
Union Investment,3.4,Data Engineer (m/w/d) in Voll- oder Teilzeit,Hamburg
Career1Group,4.5,Data Scientist / LLMOps Engineer (m/w/d),Berlin
Ashbys Consulting,3.8,Lead Mechanical Engineer - Data Center,Frankfurt am Main
The Recruitment 2.0 Group,3.4,Big Data Engineer - Family Friendly Environment (All Genders),Berlin
E.ON,3.2,Azure Data Platform Engineer (f/md/),Essen
A100 ROW GmbH,4.2,Data Center Operations Engineer Intern,Berlin
Thoughtworks,4.0,Lead Data Engineer,Munich
cimt ag,4.0,Du hast etwas auf dem Kasten und möchtest als Data Engineer (m/w/d),Berlin
BARAL Geohaus-Consulting AG,4.0,(Junior) Data / Software Engineer (m/w/d),Reutlingen
CS GROUP,3.6,Image Data Processing & Application Engineer [5081],Darmstadt
Sandmeier Consulting GmbH,4.2,Data Engineer (m/w/d),Bielefeld
VP-Systeme GmbH,4.4,Machine Learning Engineer(m/w/d),Köln
Pexon Consulting GmbH,5.0,Data Engineer (m/w/d),Germany
Viega,4.0,"Data Engineer in Attendorn, Köln, Dortmund, remote oder hybrid (m/w/d)",Attendorn
Waschbär GmbH,3.2,Business Intelligence Data Engineer (m/w/d),Freiburg im Breisgau
B. Braun Melsungen AG,3.7,Data Engineer (w/m/d),Melsungen
Synergie-Effekt GmbH,4.1,Machine Learning Engineer (m/w/div),Köln
GIM - Gesellschaft für Innovative Marktforschung mbH,4.5,Praktikanten als Data Engineer (m/w/d),Berlin
intecsoft,4.5,BI / Data Engineer,Dresden
Parloa,4.1,Senior Data Platform Engineer (f/m/d)*,Berlin
Finanz-DATA GmbH,5.0,Data Engineer (m/w/d),Gotha
Delivery Hero,3.5,"Senior Data Analyst - Q-Commerce, Store Operations Science",Berlin
Ubilabs GmbH,3.3,Cloud Data Engineer (m/w/d),Hamburg
Woodmark Consulting AG,3.8,AI Data Engineer (m/w/d),Grasbrunn
Brunel,4.6,Data Engineer (w/m/d),Waldbronn
Siegwerk Druckfarben AG & Co. KGaA,3.7,Senior Data Scientist (f/m/d),Siegburg
TALPA Solutions,3.5,Senior Data Engineer/Architect (f/m/d),North Rhine-Westphalia
metrofibre,3.9,(Junior) Data Engineer für Business & Geo - Analytics (m/w/d) (Hybrid),Düsseldorf
LYNQTECH GmbH,2.7,(Senior) Data Engineer GO (w/m/d),Home office
sikwel GmbH,4.5,Werkstudent Data Engineer (w/m/d),Oldenburg (Oldenburg)
Royal HaskoningDHV,3.5,Junior Electrical Engineer (MCF/ Data Centres),Frankfurt am Main
Hahne Holding GmbH,4.2,Database Engineer / Data Analyst (m/w/d),Hannover
Melitta Group,5.0,(Junior) IT System Engineer – Data Center Services (m/w/d),Minden
GBI-Genios Deutsche Wirtschaftsdatenbank GmbH,3.1,DATA ENGINEER – KI-PROZESSE (W/M/D),Munich
Delivery Hero,2.9,Senior Data Scientist - Ad Tech (all genders),Berlin
atlantis dx GmbH,2.9,Data Engineer m/w/d,Hamburg
FORMAT Software Service GmbH,3.4,Machine Learning Engineer & Data Scientist (m/w/d),Dreieich
CRIF,3.8,(Junior) Data Engineer (m/w/d) - 50% remote,Karlsruhe
ARRK,3.2,Data Analyst / Engineer im Bereich Fahrdynamik (m/w/d),Munich
b.telligent,4.1,Data Engineer,Germany
Stadler Signalling Deutschland GmbH,4.3,"DATA SCIENTIST ENGINEER (M/W/D) DIGITAL SOLUTIONS – BRAUNSCHWEIG, BERLIN",Berlin
Dewpoint Therapeutics,4.0,ML/AI Data Scientist (m/f/d),Dresden
noventive - IP securely protected,3.5,AI Consultant,Home office
XL2 by Audi & Capgemini,3.9,Cloud Data Engineer (m/w/d)*,Ingolstadt
ERPvisors GmbH,3.4,Data Engineer – Business Itelligence *,Düsseldorf
Deichmann,3.6,Data Analyst (m/w/d),Mülheim an der Ruhr
